"year","state_abbr","state_name","population","violent_crime","homicide","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","rape"
2001,"MN","Minnesota",4984535,13145,119,3758,7032,165046,25496,124519,15031,2236
2001,"MO","Missouri",5637309,30472,372,7771,20946,238411,42977,167420,28014,1383
2001,"MS","Mississippi",2859733,10006,282,3294,5283,109609,29821,70315,9473,1147
2001,"MT","Montana",905382,3187,34,230,2735,30175,3670,24684,1821,188
2001,"NC","North Carolina",8206105,40465,505,13304,24573,363777,101889,237241,24647,2083
2001,"ND","North Dakota",636550,505,7,60,274,14834,2165,11583,1086,164
2001,"NE","Nebraska",1720039,5214,43,1128,3612,68963,9760,52713,6490,431
2001,"NH","New Hampshire",1259359,2144,17,445,1224,27089,4889,20060,2140,458
2001,"NJ","New Jersey",8511116,33094,336,14110,17370,240551,46812,156031,37708,1278
2001,"NM","New Mexico",1830935,14288,99,2695,10644,83095,19552,56406,7137,850
2001,"NV","Nevada",2097722,12359,180,4932,6364,77486,17711,45073,14702,883
2001,"NY","New York",19084350,98022,960,36555,56961,458003,80400,329316,48287,3546
2001,"OH","Ohio",11389785,40023,452,17199,17906,435115,96910,295976,42229,4466
2001,"OK","Oklahoma",3469577,17726,185,2746,13309,141679,34573,94537,12569,1486
2001,"OR","Oregon",3473441,10650,84,2749,6643,164524,26648,123034,14842,1174
2001,"PA","Pennsylvania",12303104,50432,651,17500,28814,313408,54345,223350,35713,3467
2001,"RI","Rhode Island",1059659,3278,39,986,1837,35742,6824,23875,5043,416
2001,"SC","South Carolina",4062125,33114,330,5987,25028,186054,42611,126742,16701,1769
2001,"SD","South Dakota",758324,1171,7,103,710,16473,3087,12571,815,351
2001,"TN","Tennessee",5749398,42776,423,10219,29938,252992,59705,165015,28272,2196
2001,"TX","Texas",21370983,122155,1332,35348,77306,976654,204362,669625,102667,8169
2001,"UT","Utah",2278712,5314,67,1197,3154,90993,13804,70676,6513,896
2001,"VA","Virginia",7196750,20939,364,6860,11945,207506,31604,157060,18842,1770
2001,"VT","Vermont",612978,644,7,107,423,16334,3150,12426,758,107
2001,"WA","Washington",5993390,21258,179,5934,12545,287234,53024,195133,39077,2600
2001,"WI","Wisconsin",5405947,12486,192,4444,6708,166924,26927,125275,14722,1142
2001,"WV","West Virginia",1800975,5035,40,707,3968,41085,9601,28268,3216,320
2001,"WY","Wyoming",493754,1272,9,84,1026,16120,2481,12943,696,153
2002,"AK","Alaska",641482,3627,33,489,2594,24118,3908,17739,2471,511
2002,"AL","Alabama",4478896,19931,303,5962,12002,180400,42578,123932,13890,1664
2002,"AR","Arkansas",2706268,11501,142,2524,8081,101171,23229,71129,6813,754
2002,"AZ","Arizona",5441125,30171,387,8000,20176,318296,59087,201541,57668,1608
2002,"CA","California",35001986,208388,2395,64968,130827,1176484,238428,715692,222364,10198
2002,"CO","Colorado",4501051,15882,179,3579,10058,180054,31678,125193,23183,2066
2002,"CT","Connecticut",3458587,10807,84,4069,5914,93426,17111,64735,11580,740
2002,"DC","District of Columbia",569157,9322,264,3834,4962,36477,5170,21708,9599,262
2002,"DE","Delaware",805945,4836,26,1154,3298,26967,5355,18555,3057,358
2002,"FL","Florida",16691701,128721,911,32581,88476,777236,177242,511478,88516,6753
2002,"GA","Georgia",8544005,39271,606,13432,23125,346559,73932,234591,38036,2108
2002,"HI","Hawaii",1240663,3262,24,1210,1656,71976,12722,49344,9910,372
2002,"IA","Iowa",2935840,8388,44,1169,6378,92877,18643,68411,5823,797
2002,"ID","Idaho",1343124,3419,36,240,2646,39128,7441,29060,2627,497
2002,"IL","Illinois",12586447,75759,961,25314,45114,430479,81440,304227,44812,4370
2002,"IN","Indiana",6156913,22001,362,6612,13184,208965,42605,146073,20287,1843
2002,"KS","Kansas",2711769,10229,78,2165,6951,100768,19679,73877,7212,1035
2002,"KY","Kentucky",4089822,11101,191,3131,6692,108590,26891,72378,9321,1087
2002,"LA","Louisiana",4476192,29690,593,7123,20445,198838,45350,133302,20186,1529
2002,"MA","Massachusetts",6421800,31137,173,7169,22018,167753,33243,107922,26588,1777
2002,"MD","Maryland",5450525,42015,513,13417,26715,217105,39765,143320,34020,1370
2002,"ME","Maine",1294894,1396,14,270,735,32985,6965,24591,1429,377
2002,"MI","Michigan",10043221,54306,678,11847,36417,335060,70970,214367,49723,5364
2002,"MN","Minnesota",5024791,13428,112,3937,7106,164026,28034,122150,13842,2273
2002,"MO","Missouri",5669544,30557,331,7024,21737,230520,42721,159921,27878,1465
2002,"MS","Mississippi",2866733,9858,264,3356,5111,109584,29593,70468,9523,1127
2002,"MT","Montana",910372,3197,16,283,2661,28751,3289,23679,1783,237
2002,"NC","North Carolina",8305820,39118,548,12205,24169,353708,99535,229307,24866,2196
2002,"ND","North Dakota",633911,496,5,58,270,14762,2243,11501,1018,163
2002,"NE","Nebraska",1727564,5428,48,1359,3557,68178,10329,51440,6409,464
2002,"NH","New Hampshire",1274405,2056,12,413,1185,26250,4838,19468,1944,446
2002,"NJ","New Jersey",8575252,32252,339,13955,16593,227715,43899,148061,35755,1365
2002,"NM","New Mexico",1852044,13719,152,2206,10334,80477,19634,53406,7437,1027
2002,"NV","Nevada",2167455,13856,181,5118,7629,83896,18951,47459,17486,928
2002,"NY","New York",19134293,95030,909,36653,53583,442091,76700,318025,47366,3885
2002,"OH","Ohio",11408699,40128,526,17871,16922,428976,99164,287045,42767,4809
2002,"OK","Oklahoma",3489700,17587,163,2966,12885,148128,35171,100185,12772,1573
2002,"OR","Oregon",3520355,10298,72,2742,6246,161145,25696,118925,16524,1238
2002,"PA","Pennsylvania",12328827,49578,624,17163,28060,300868,55610,212441,32817,3731
2002,"RI","Rhode Island",1068326,3051,41,916,1699,35342,6415,24051,4876,395
2002,"SC","South Carolina",4103770,33761,298,5774,25730,183808,43745,123196,16867,1959
2002,"SD","South Dakota",760437,1350,11,117,861,15992,3034,12139,819,361
2002,"TN","Tennessee",5789796,41562,420,9413,29439,249399,61248,161610,26541,2290
2002,"TX","Texas",21736925,126018,1302,37580,78628,1004274,212602,688992,102680,8508
2002,"UT","Utah",2318789,5488,47,1140,3358,97641,15124,74795,7722,943
2002,"VA","Virginia",7287829,21256,388,6961,12068,207783,31757,157548,18478,1839
2002,"VT","Vermont",616408,658,13,77,442,14942,3489,10684,769,126
2002,"WA","Washington",6067060,20964,184,5797,12249,288967,54948,193526,40493,2734
2002,"WI","Wisconsin",5439692,12238,154,4713,6134,164749,27926,123365,13458,1237
2002,"WV","West Virginia",1804884,4221,57,657,3179,41099,9677,27524,3898,328
2002,"WY","Wyoming",498830,1364,15,93,1108,16494,2448,13303,743,148
2003,"AK","Alaska",648280,3877,39,446,2787,24386,3874,18051,2461,605
2003,"AL","Alabama",4503726,19331,299,6038,11338,182241,43245,124039,14957,1656
2003,"AR","Arkansas",2727774,12449,180,2227,9131,99084,25016,68061,6007,911
2003,"AZ","Arizona",5579222,28638,441,7619,18722,314335,58613,198725,56997,1856
2003,"CA","California",35462712,205551,2407,63770,129380,1215086,242274,731486,241326,9994
2003,"CO","Colorado",4547633,15757,185,3738,9921,179706,32394,124496,22816,1913
2003,"CT","Connecticut",3486960,11045,112,4212,6023,92981,16043,65568,11370,698
2003,"DC","District of Columbia",557620,9061,249,3941,4597,32696,4671,18119,9906,274
2003,"DE","Delaware",818166,5525,21,1441,3693,27943,6066,18933,2944,370
2003,"FL","Florida",16999181,124280,924,31523,85106,757696,170644,505489,81563,6727
2003,"GA","Georgia",8676460,39435,657,14043,22501,369589,79001,247196,43392,2234
2003,"HI","Hawaii",1248755,3400,22,1168,1843,65867,11409,44807,9651,367
2003,"IA","Iowa",2941976,8175,50,1131,6198,87554,17515,64400,5639,796
2003,"ID","Idaho",1367034,3362,26,245,2556,40042,7837,29559,2646,535
2003,"IL","Illinois",12649087,70376,895,23786,41506,415885,78345,295907,41633,4189
2003,"IN","Indiana",6199571,21842,338,6401,13383,208039,41582,145686,20771,1720
2003,"KS","Kansas",2724786,10831,125,2247,7374,109276,21973,79471,7832,1085
2003,"KY","Kentucky",4118189,10232,181,3224,5703,103370,26034,69083,8253,1124
2003,"LA","Louisiana",4493665,28622,584,7008,19429,193698,44572,129471,19655,1601
2003,"MA","Massachusetts",6420357,30377,140,8011,20378,164543,34963,104069,25511,1848
2003,"MD","Maryland",5512310,38778,525,13302,23593,209418,38641,134372,36405,1358
2003,"ME","Maine",1309205,1422,16,289,763,32078,6579,24043,1456,354
2003,"MI","Michigan",10082364,51550,612,11254,34214,330565,68316,208538,53711,5470
2003,"MN","Minnesota",5064172,13316,127,3906,7191,157663,27698,116216,13749,2092
2003,"MO","Missouri",5719204,28067,289,6686,19692,233564,41997,161616,29951,1400
2003,"MS","Mississippi",2882594,9336,267,3016,4974,106867,29564,68307,8996,1079
2003,"MT","Montana",918157,3351,30,298,2777,28428,3722,22800,1906,246
2003,"NC","North Carolina",8421190,38243,506,12229,23369,359660,100687,232081,26892,2139
2003,"ND","North Dakota",633400,508,9,53,286,13364,1959,10327,1078,160
2003,"NE","Nebraska",1737475,5105,56,1165,3380,65189,10133,48924,6132,504
2003,"NH","New Hampshire",1288705,1937,17,480,1002,26456,4589,19934,1933,438
2003,"NJ","New Jersey",8642412,31488,406,13342,16452,220350,43457,142287,34606,1288
2003,"NM","New Mexico",1878562,12535,116,1937,9542,76816,18997,50595,7224,940
2003,"NV","Nevada",2242207,13813,197,5225,7520,96128,21958,53321,20849,871
2003,"NY","New York",19212425,89486,934,35790,48987,432079,75453,311422,45204,3775
2003,"OH","Ohio",11437680,38185,526,16895,16104,417483,95083,281383,41017,4660
2003,"OK","Oklahoma",3506469,17758,206,3224,12827,151208,34846,103404,12958,1501
2003,"OR","Oregon",3564330,10506,68,2847,6373,169863,28562,122327,18974,1218
2003,"PA","Pennsylvania",12370761,49210,647,17980,27027,300639,53918,213279,33442,3556
2003,"RI","Rhode Island",1076084,3074,25,830,1714,32231,5524,22320,4387,505
2003,"SC","South Carolina",4148744,33455,303,5801,25399,187592,43993,127809,15790,1952
2003,"SD","South Dakota",764905,1329,10,104,859,15324,2878,11572,874,356
2003,"TN","Tennessee",5845208,40409,396,9413,28471,256565,63323,166769,26473,2129
2003,"TX","Texas",22103374,122246,1422,37017,75782,1016735,219877,698644,98214,8025
2003,"UT","Utah",2352119,5889,60,1258,3652,100084,16961,75321,7802,919
2003,"VA","Virginia",7365284,20490,416,6713,11554,200449,29105,153367,17977,1807
2003,"VT","Vermont",619343,707,15,62,504,13803,3017,10132,654,126
2003,"WA","Washington",6131298,21272,182,5718,12509,291542,58271,192653,40618,2863
2003,"WI","Wisconsin",5474290,12104,183,4397,6322,157684,26546,118775,12363,1202
2003,"WV","West Virginia",1811440,4627,73,701,3542,42370,10498,28409,3463,311
2003,"WY","Wyoming",502111,1314,14,84,1080,16648,2611,13239,798,136
2004,"AK","Alaska",657755,4159,37,447,3117,22172,3773,16159,2240,558
2004,"AL","Alabama",4525375,19324,254,6042,11286,182340,44666,123650,14024,1742
2004,"AR","Arkansas",2750000,13814,176,2372,10083,110911,30151,74242,6518,1183
2004,"AZ","Arizona",5739879,28952,414,7721,18921,291203,56885,179012,55306,1896
2004,"CA","California",35842038,189175,2392,61768,115400,1227194,245903,728687,252604,9615
2004,"CO","Colorado",4601821,17121,201,3739,11236,180322,33010,123308,24004,1945
2004,"CT","Connecticut",3498966,10113,100,4188,5070,93942,15959,66770,11213,755
2004,"DC","District of Columbia",554239,7590,198,3202,3968,26896,3946,14542,8408,222
2004,"DE","Delaware",830069,5105,28,1343,3377,27256,5669,19285,2302,357
2004,"FL","Florida",17385430,123754,946,29997,86199,727141,166332,482484,78325,6612
2004,"GA","Georgia",8918129,40217,613,13656,23561,376656,82992,249426,44238,2387
2004,"HI","Hawaii",1262124,3213,33,944,1903,60525,10827,41078,8620,333
2004,"IA","Iowa",2952904,8499,44,1160,6513,85775,17928,62214,5633,782
2004,"ID","Idaho",1395140,3452,31,241,2586,38799,7671,28389,2739,594
2004,"IL","Illinois",12712016,69365,780,22582,41783,403486,76088,287025,40373,4220
2004,"IN","Indiana",6226537,20294,316,6373,11802,211929,42168,148670,21091,1803
2004,"KS","Kansas",2733697,10330,122,1812,7254,109771,20146,81115,8510,1142
2004,"KY","Kentucky",4141835,10152,236,3268,5410,105209,25902,70535,8772,1238
2004,"LA","Louisiana",4506685,28844,574,6564,20090,199153,45359,134080,19714,1616
2004,"MA","Massachusetts",6407382,29489,171,7484,20040,158150,34497,101605,22048,1794
2004,"MD","Maryland",5561332,38961,521,12772,24351,202474,36704,129888,35882,1317
2004,"ME","Maine",1314985,1364,18,289,742,31740,6341,24096,1303,315
2004,"MI","Michigan",10104206,49737,643,11336,32276,309805,64233,194988,50584,5482
2004,"MN","Minnesota",5096546,13751,113,4070,7445,155019,28048,113453,13518,2123
2004,"MO","Missouri",5759532,28226,354,6630,19763,224629,40472,158264,25893,1479
2004,"MS","Mississippi",2900768,8568,227,2503,4677,100980,27661,65440,7879,1161
2004,"MT","Montana",926920,2723,30,233,2187,27215,3515,22082,1618,273
2004,"NC","North Carolina",8540468,38244,532,11782,23591,355328,101193,227147,26988,2339
2004,"ND","North Dakota",636308,558,8,43,330,12493,2040,9516,937,177
2004,"NE","Nebraska",1747704,5393,40,1138,3595,61512,9826,46399,5287,620
2004,"NH","New Hampshire",1299169,2202,17,500,1219,26658,4979,19723,1956,466
2004,"NJ","New Jersey",8685166,30943,392,13076,16144,211313,41030,139977,30306,1331
2004,"NM","New Mexico",1903006,13081,169,2062,9811,79895,19924,52069,7902,1039
2004,"NV","Nevada",2332898,14379,172,4905,8348,98215,23142,52438,22635,954
2004,"NY","New York",19280727,84914,889,33506,46911,422734,70696,311036,41002,3608
2004,"OH","Ohio",11450143,38787,506,17429,16108,419337,96518,282168,40651,4744
2004,"OK","Oklahoma",3523546,17635,186,3090,12802,149472,35244,101271,12957,1557
2004,"OR","Oregon",3591363,10724,90,2751,6600,166475,30072,117868,18535,1283
2004,"PA","Pennsylvania",12394471,50998,650,18474,28339,299611,54443,214199,30969,3535
2004,"RI","Rhode Island",1079916,2673,26,731,1596,31166,5465,21623,4078,320
2004,"SC","South Carolina",4197892,33160,286,5468,25634,190456,43739,130991,15726,1772
2004,"SD","South Dakota",770621,1319,17,112,854,14885,3148,10890,847,336
2004,"TN","Tennessee",5893298,41113,357,8863,29611,254991,60386,169828,24777,2282
2004,"TX","Texas",22471549,121554,1364,35817,75985,1010702,220118,696507,94077,8388
2004,"UT","Utah",2420708,5647,46,1236,3398,97762,15225,74889,7648,967
2004,"VA","Virginia",7481332,20608,390,6899,11503,200368,28759,154154,17455,1816
2004,"VT","Vermont",621233,713,16,78,459,14559,3435,10537,587,160
2004,"WA","Washington",6207046,21330,190,5866,12417,300837,60632,196972,43233,2857
2004,"WI","Wisconsin",5503533,11548,154,4067,6191,146710,23854,111482,11374,1136
2004,"WV","West Virginia",1812548,5110,68,774,3922,46326,10994,31566,3766,346
2004,"WY","Wyoming",505887,1163,11,67,973,16889,2738,13352,799,112
2005,"AK","Alaska",663253,4194,32,537,3087,23975,4131,17249,2595,538
2005,"AL","Alabama",4548327,19678,374,6447,11293,177393,43473,120780,13140,1564
2005,"AR","Arkansas",2775708,14670,189,2532,10747,112914,30118,75510,7286,1202
2005,"AZ","Arizona",5953007,30478,445,8579,19448,287345,56328,176112,54905,2006
2005,"CA","California",36154147,190178,2503,63622,114661,1200531,250521,692467,257543,9392
2005,"CO","Colorado",4663295,18498,173,3948,12351,188449,34746,127602,26101,2026
2005,"CT","Connecticut",3500701,9542,105,3933,4792,90270,15245,64416,10609,712
2005,"DC","District of Columbia",582049,8032,195,3700,3971,26133,3577,14836,7720,166
2005,"DE","Delaware",841741,5332,37,1306,3612,26245,5811,18085,2349,377
2005,"FL","Florida",17768191,125957,883,30141,88341,712998,164783,472912,75303,6592
2005,"GA","Georgia",9132553,40725,564,14041,23977,378534,84463,249594,44477,2143
2005,"HI","Hawaii",1273278,3253,24,1001,1885,61115,9792,42188,9135,343
2005,"IA","Iowa",2965524,8697,40,1153,6657,84370,18147,60723,5500,847
2005,"ID","Idaho",1429367,3670,35,266,2792,38556,8066,27606,2884,577
2005,"IL","Illinois",12765427,70496,770,23255,42158,394670,77635,277662,39373,4313
2005,"IN","Indiana",6266019,20302,356,6809,11281,216778,43756,151278,21744,1856
2005,"KS","Kansas",2748172,10701,101,1795,7707,104588,19028,76222,9338,1098
2005,"KY","Kentucky",4172608,11134,190,3690,5833,105608,26458,70354,8796,1421
2005,"LA","Louisiana",4507331,26889,450,5337,19681,166611,39382,112840,14389,1421
2005,"MA","Massachusetts",6433367,29644,178,7837,19878,151727,34728,98079,18920,1751
2005,"MD","Maryland",5589599,39369,552,14378,23173,198483,35922,128491,34070,1266
2005,"ME","Maine",1318220,1483,19,323,815,31889,6323,24218,1348,326
2005,"MI","Michigan",10100833,55936,629,13348,36760,312892,70527,194090,48275,5199
2005,"MN","Minnesota",5126739,15243,115,4724,8146,158301,29716,114304,14281,2258
2005,"MO","Missouri",5797703,30477,402,7196,21254,227809,42822,159288,25699,1625
2005,"MS","Mississippi",2908496,8131,214,2405,4365,95231,26866,60873,7492,1147
2005,"MT","Montana",934737,2634,18,177,2138,29407,3642,23794,1971,301
2005,"NC","North Carolina",8672459,40650,585,12635,25128,353855,104298,221091,28466,2302
2005,"ND","North Dakota",634605,706,12,54,460,12848,2043,9732,1073,180
2005,"NE","Nebraska",1758163,5052,44,1040,3387,60348,9408,45359,5581,581
2005,"NH","New Hampshire",1306819,1761,19,365,971,24031,4192,18493,1346,406
2005,"NJ","New Jersey",8703150,30919,417,13215,16079,203391,38980,136728,27683,1208
2005,"NM","New Mexico",1925985,12448,144,1893,9370,79575,20939,50707,7929,1041
2005,"NV","Nevada",2412301,14654,206,4702,8730,102424,23481,52012,26931,1016
2005,"NY","New York",19315721,85839,874,35179,46150,405990,68034,302220,35736,3636
2005,"OH","Ohio",11470685,40162,590,18673,16228,420705,100183,279051,41471,4671
2005,"OK","Oklahoma",3543442,18044,187,3230,13146,143406,35692,93814,13900,1481
2005,"OR","Oregon",3638871,10444,80,2478,6620,160199,27621,113316,19262,1266
2005,"PA","Pennsylvania",12405348,52761,756,19214,29205,300444,56134,214916,29394,3586
2005,"RI","Rhode Island",1073579,2710,34,776,1577,29287,5319,19567,4401,323
2005,"SC","South Carolina",4246933,32590,314,5657,24757,185606,42741,126489,16376,1862
2005,"SD","South Dakota",774883,1387,18,145,847,13694,2505,10350,839,377
2005,"TN","Tennessee",5955745,45104,431,10009,32470,256093,61508,169357,25228,2194
2005,"TX","Texas",22928508,121091,1407,35790,75383,990293,219828,677042,93423,8511
2005,"UT","Utah",2490334,5612,56,1095,3541,95546,14971,72082,8493,920
2005,"VA","Virginia",7564327,21434,458,7495,11718,200404,29829,154584,15991,1763
2005,"VT","Vermont",622387,782,8,76,545,14749,3185,10894,670,153
2005,"WA","Washington",6291899,21745,205,5788,12941,307661,60343,198031,49287,2811
2005,"WI","Wisconsin",5527644,13367,206,4555,7471,147556,24448,110531,12577,1135
2005,"WV","West Virginia",1814083,4968,82,816,3735,47757,11334,32603,3820,335
2005,"WY","Wyoming",508798,1172,14,78,958,16070,2426,12905,739,122
2006,"AK","Alaska",670053,4610,36,600,3462,23975,4155,17284,2536,512
2006,"AL","Alabama",4599030,19553,382,7062,10463,181249,44780,121451,15018,1646
2006,"AR","Arkansas",2810872,15538,205,2749,11259,112025,31864,72646,7515,1325
2006,"AZ","Arizona",6166318,33456,533,9491,20983,294389,59418,178321,56650,2449
2006,"CA","California",36457549,194483,2486,71142,111620,1159988,247230,669103,243655,9235
2006,"CO","Colorado",4753377,18794,171,3824,12641,163439,32411,110372,20656,2158
2006,"CT","Connecticut",3504809,10505,137,4460,5212,90638,15583,64765,10290,696
2006,"DC","District of Columbia",581530,8772,169,3829,4589,27064,3835,15908,7321,185
2006,"DE","Delaware",853476,5983,42,1791,3733,29670,6337,20449,2884,417
2006,"FL","Florida",18089888,129602,1129,34147,87851,721101,170873,473774,76454,6475
2006,"GA","Georgia",9363941,44754,605,15511,26469,362712,85140,234445,43127,2169
2006,"HI","Hawaii",1285498,3608,21,1144,2090,54247,8724,37784,7739,353
2006,"IA","Iowa",2982085,8521,55,1309,6286,84202,18160,60998,5044,871
2006,"ID","Idaho",1466465,3666,35,294,2726,35135,7545,25154,2436,611
2006,"IL","Illinois",12831970,69498,780,23782,40858,387478,77259,272578,37641,4078
2006,"IN","Indiana",6313520,20303,361,7175,10956,217783,45538,150655,21590,1811
2006,"KS","Kansas",2764075,11960,125,1878,8678,104260,20086,75450,8724,1279
2006,"KY","Kentucky",4206074,11361,173,3850,6026,109428,27867,72197,9364,1312
2006,"LA","Louisiana",4287768,30923,555,5928,22853,174975,46703,112605,15667,1587
2006,"MA","Massachusetts",6437193,32217,188,8080,22178,153943,35243,100725,17975,1771
2006,"MD","Maryland",5615727,38111,546,14376,22011,195484,37459,127502,30523,1178
2006,"ME","Maine",1321574,1533,23,383,786,33658,6846,25465,1347,341
2006,"MI","Michigan",10095643,56981,721,14229,36684,325594,76313,199183,50098,5347
2006,"MN","Minnesota",5167101,16042,126,5441,8830,159276,30306,115693,13277,1645
2006,"MO","Missouri",5842713,31897,369,7597,22167,224007,44734,153874,25399,1764
2006,"MS","Mississippi",2910540,9076,231,3259,4547,92853,27117,57406,8330,1039
2006,"MT","Montana",944632,3564,33,233,2950,26986,3380,21659,1947,348
2006,"NC","North Carolina",8856505,42088,539,13468,25586,364549,107333,227114,30102,2495
2006,"ND","North Dakota",635867,1255,14,75,925,13359,2601,9672,1086,241
2006,"NE","Nebraska",1768331,5197,51,1136,3433,59411,9535,44710,5166,577
2006,"NH","New Hampshire",1314895,1785,13,435,1042,26060,4395,20179,1486,295
2006,"NJ","New Jersey",8724560,30550,427,13360,15562,198820,39384,134687,24749,1201
2006,"NM","New Mexico",1954599,12797,134,2095,9495,76000,20906,45864,9230,1073
2006,"NV","Nevada",2495529,18687,226,7038,10331,102338,24902,50429,27007,1092
2006,"NY","New York",19306183,84016,922,34459,45467,398577,68617,297827,32133,3168
2006,"OH","Ohio",11478006,41491,560,19418,16743,423334,105639,279718,37977,4770
2006,"OK","Oklahoma",3579212,17905,210,3145,13062,129728,34437,81853,13438,1488
2006,"OR","Oregon",3700758,10534,88,2711,6516,137858,24324,98897,14637,1219
2006,"PA","Pennsylvania",12440621,55028,741,21095,29581,304589,57739,217142,29708,3611
2006,"RI","Rhode Island",1067610,2460,27,740,1404,27914,5453,18852,3609,289
2006,"SC","South Carolina",4321249,33322,362,5902,25224,184712,42952,125075,16685,1834
2006,"SD","South Dakota",781919,2071,30,158,1418,13812,3024,9954,834,465
2006,"TN","Tennessee",6038803,46043,419,11143,32287,249860,63024,164183,22653,2194
2006,"TX","Texas",23507783,121602,1386,37256,74531,959846,215710,648711,95425,8429
2006,"UT","Utah",2550063,5771,51,1242,3587,89572,14721,66480,8371,891
2006,"VA","Virginia",7642884,21683,403,7779,11672,190257,32166,143292,14799,1829
2006,"VT","Vermont",623908,905,14,114,604,14920,3443,10857,620,173
2006,"WA","Washington",6395798,22303,197,6424,12934,288456,58843,183179,46434,2748
2006,"WI","Wisconsin",5556506,15899,165,5564,8937,156748,27038,115682,14028,1233
2006,"WV","West Virginia",1818470,5113,80,853,3776,47941,11579,32305,4057,404
2006,"WY","Wyoming",515004,1307,13,72,1071,15381,2322,12255,804,151
2007,"AK","Alaska",683478,4520,43,581,3351,23096,3734,16929,2433,545
2007,"AL","Alabama",4627851,20775,412,7398,11417,184082,45379,124465,14238,1548
2007,"AR","Arkansas",2834797,15226,198,3105,10629,112130,32035,73096,6999,1294
2007,"AZ","Arizona",6338755,32835,548,9764,20170,287308,59988,177076,50244,2353
2007,"CA","California",36553215,191561,2262,70706,109547,1112510,237850,654526,220134,9046
2007,"CO","Colorado",4861515,17101,155,3461,11410,145808,28633,100519,16656,2075
2007,"CT","Connecticut",3502309,10547,113,4303,5441,86528,15640,60937,9951,690
2007,"DC","District of Columbia",588292,8325,181,4265,3687,28922,3926,17390,7606,192
2007,"DE","Delaware",864764,6100,39,1763,3957,29216,6420,20454,2342,341
2007,"FL","Florida",18251243,131878,1202,38155,86372,746249,181836,490783,73630,6149
2007,"GA","Georgia",9544750,46917,720,17291,26708,371248,90294,238436,42518,2198
2007,"HI","Hawaii",1283388,3544,24,1122,2021,52866,9089,37494,6283,377
2007,"IA","Iowa",2988046,8970,39,1328,6633,79133,17176,57018,4939,970
2007,"ID","Idaho",1499402,3841,49,243,2942,34124,7131,24727,2266,607
2007,"IL","Illinois",12852548,68528,752,23100,40573,377322,75524,267911,33887,4103
2007,"IN","Indiana",6345289,21310,350,7845,11377,213887,46485,147999,19403,1738
2007,"KS","Kansas",2775997,12730,106,2022,9315,102961,20461,73900,8600,1287
2007,"KY","Kentucky",4241474,12329,206,4068,6690,107987,27820,71489,8678,1365
2007,"LA","Louisiana",4293204,31789,625,6316,23421,180516,46932,118291,15293,1427
2007,"MA","Massachusetts",6449755,28487,187,7021,19636,154743,35767,103925,15051,1643
2007,"MD","Maryland",5618344,36063,554,13258,21072,192796,37095,127308,28393,1179
2007,"ME","Maine",1317207,1565,20,349,804,32249,6745,24228,1276,392
2007,"MI","Michigan",10071822,53765,661,13365,35147,308550,75273,191289,41988,4592
2007,"MN","Minnesota",5197621,15054,116,4770,8295,158257,29717,115892,12648,1873
2007,"MO","Missouri",5878415,32962,367,7728,23082,225113,44897,156319,23897,1785
2007,"MS","Mississippi",2918785,8502,202,2896,4371,90887,27223,56473,7191,1033
2007,"MT","Montana",957861,3638,27,233,3015,27837,3476,22315,2046,363
2007,"NC","North Carolina",9061032,42231,584,13534,25727,369893,108700,233241,27952,2386
2007,"ND","North Dakota",639715,1343,17,75,999,12796,2314,9500,982,252
2007,"NE","Nebraska",1774571,5524,71,1115,3788,55765,9035,41484,5246,550
2007,"NH","New Hampshire",1315828,1896,12,451,1076,26394,5074,19909,1411,357
2007,"NJ","New Jersey",8685920,28544,381,12567,14564,192338,37234,133145,21959,1032
2007,"NM","New Mexico",1969915,13311,183,2323,9777,75168,20823,45442,8903,1028
2007,"NV","Nevada",2565382,19365,193,6938,11138,97118,24911,49844,22363,1096
2007,"NY","New York",19297729,79962,805,31085,45144,383624,64914,290681,28029,2928
2007,"OH","Ohio",11466917,40759,529,18351,17218,397681,99049,264677,33955,4661
2007,"OK","Oklahoma",3617316,18234,224,3392,13053,128714,34367,80747,13600,1565
2007,"OR","Oregon",3747455,11015,76,2864,6799,132773,22979,95157,14637,1276
2007,"PA","Pennsylvania",12432792,51806,725,19440,28198,293850,56091,211248,26511,3443
2007,"RI","Rhode Island",1057832,2424,19,760,1387,27576,5206,19175,3195,258
2007,"SC","South Carolina",4407709,34630,364,6354,26139,189304,45398,126802,17104,1773
2007,"SD","South Dakota",796214,1926,31,118,1344,13829,2647,10398,784,433
2007,"TN","Tennessee",6156719,46482,405,11033,32843,252342,61817,168807,21718,2201
2007,"TX","Texas",23904380,122014,1419,38778,73357,985421,228320,663101,94000,8460
2007,"UT","Utah",2645330,6347,59,1425,3928,93082,15594,68573,8915,935
2007,"VA","Virginia",7712091,21035,415,7696,11131,191763,32028,145634,14101,1793
2007,"VT","Vermont",621254,802,13,79,582,14702,3200,10853,649,128
2007,"WA","Washington",6468424,21768,174,6079,12862,261776,52874,170782,38120,2653
2007,"WI","Wisconsin",5601640,16330,185,5480,9438,159305,27890,117957,13458,1227
2007,"WV","West Virginia",1812035,5016,65,847,3716,45620,10822,31321,3477,388
2007,"WY","Wyoming",522830,1344,21,84,1067,15053,2365,11875,813,172
2008,"AK","Alaska",686293,4475,27,645,3356,20090,3237,15225,1628,447
